,Country,CumulativeProbability,InDegreeDivMax,RandomProbability,first_occurrence,isInfected
0,Vietnam,0.13872832369942195,1.3846153846153846,0.7128127346880173,2020-01-23,False
1,Singapore,0.1348747591522158,1.3461538461538463,0.23133370554965926,2020-01-23,False
2,Canada,0.05394990366088632,0.5384615384615384,0.434607763654448,2020-01-23,False
3,France,0.06520533673880897,0.6961538461538461,0.32144873559265785,2020-01-24,False
4,Nepal,0.038019152716498146,0.39779560966611327,0.6383110540293366,2020-01-25,False
5,Malaysia,0.2517975145216179,2.6471776425013838,0.2849695772540779,2020-01-25,False
6,Australia,0.19915468656450994,2.103813213165731,0.02763677074035853,2020-01-26,False
7,Sri Lanka,0.05047072352047169,0.5335612828418583,0.6878197355674125,2020-01-27,False
8,Cambodia,0.12873948444291916,1.3681121037236146,0.0007251173226999752,2020-01-27,False
9,Germany,0.29755140512365635,3.1901046196010223,0.27738803126442724,2020-01-27,False
10,Finland,0.0831774079668156,0.8639777866100917,0.6484125528533783,2020-01-29,False
11,United Arab Emirates,0.18683665035250693,1.9486452265253882,0.05699211819389627,2020-01-29,False
12,India,0.24206111208991107,2.4988967592826925,0.2554692751314167,2020-01-30,False
13,Philippines,0.2162987453323929,2.253892329386257,0.04409918836682103,2020-01-30,False
14,United Kingdom,0.5941959638468108,6.037227279794089,0.49446901585448255,2020-01-31,False
15,Italy,0.5356470630108965,5.34233563115329,0.022634639964933756,2020-01-31,False
16,Russia,0.5588424470086394,5.721427682851313,0.6686479157420399,2020-01-31,False
17,Sweden,0.09355558584279938,0.8671729996016831,0.34226182673797767,2020-02-01,False
18,Spain,0.6852318742889499,6.165247582154057,0.8865903739581333,2020-02-01,False
19,Belgium,0.16425541161646584,1.789418064614044,0.16172134302628427,2020-02-04,False
20,Egypt,0.11598079712521848,1.3544924330624108,0.32691229515942855,2020-02-14,False
21,Iran,0.11417852851352785,1.3276945188002363,0.055191777505606,2020-02-19,False
22,Lebanon,0.027670825759106232,0.35464193556421575,0.6735952711399591,2020-02-21,False
23,Israel,0.10917611006360593,1.3314268526753494,0.15442602281180706,2020-02-21,False
24,Chile,0.016311660123344444,0.19711495780332436,0.43936810535559534,2020-02-23,False
25,Bahrain,0.05497166045350216,0.704119434932901,0.06881877728363284,2020-02-24,False
26,Afghanistan,0.019389967413827956,0.2643711455492475,0.8986063123077196,2020-02-24,False
27,Kuwait,0.06703662739640845,0.8841167008023254,0.29232187809939214,2020-02-24,False
28,Oman,0.08505302570890251,1.0943645905281314,0.763842847065486,2020-02-24,False
29,Iraq,0.06259860535681241,0.8369406253413338,0.6905928338300893,2020-02-24,False
