,Country,CumulativeProbability,InDegreeDivMax,RandomProbability,first_occurrence,isInfected
0,Vietnam,0.13872832369942195,1.3846153846153846,0.24218642778047017,2020-01-23,False
1,Singapore,0.1348747591522158,1.3461538461538463,0.6282525300588346,2020-01-23,False
2,Canada,0.05394990366088632,0.5384615384615384,0.8698670947432765,2020-01-23,False
3,France,0.06520533673880897,0.6961538461538461,0.8382380655144717,2020-01-24,False
4,Nepal,0.038019152716498146,0.39779560966611327,0.22474758208425527,2020-01-25,False
5,Malaysia,0.2517975145216179,2.6471776425013838,0.5148095316272481,2020-01-25,False
6,Australia,0.19915468656450994,2.103813213165731,0.7196994870641203,2020-01-26,False
7,Sri Lanka,0.05047072352047169,0.5335612828418583,0.4473192951040512,2020-01-27,False
8,Cambodia,0.12873948444291916,1.3681121037236146,0.013667708668721468,2020-01-27,False
9,Germany,0.29755140512365635,3.1901046196010223,0.1839536254440649,2020-01-27,False
10,Finland,0.0831774079668156,0.8639777866100917,0.9410864376376158,2020-01-29,False
11,United Arab Emirates,0.18683665035250693,1.9486452265253882,0.46313049936167006,2020-01-29,False
12,India,0.24206111208991107,2.4988967592826925,0.7020406644576264,2020-01-30,False
13,Philippines,0.2162987453323929,2.253892329386257,0.10746069370813893,2020-01-30,False
14,United Kingdom,0.5941959638468108,6.037227279794089,0.15474932055560098,2020-01-31,False
15,Italy,0.5356470630108965,5.34233563115329,0.9841581029676653,2020-01-31,False
16,Russia,0.5588424470086394,5.721427682851313,0.5182080944050975,2020-01-31,False
17,Sweden,0.09355558584279938,0.8671729996016831,0.811649675521166,2020-02-01,False
18,Spain,0.6852318742889499,6.165247582154057,0.557029845982484,2020-02-01,False
19,Belgium,0.16425541161646584,1.789418064614044,0.21696832104149566,2020-02-04,False
20,Egypt,0.11598079712521848,1.3544924330624108,0.12920486292075062,2020-02-14,False
21,Iran,0.11417852851352785,1.3276945188002363,0.09569152707663386,2020-02-19,False
22,Lebanon,0.027670825759106232,0.35464193556421575,0.13859739766560952,2020-02-21,False
23,Israel,0.10917611006360593,1.3314268526753494,0.2300780509249154,2020-02-21,False
24,Chile,0.016311660123344444,0.19711495780332436,0.23131607472803384,2020-02-23,False
25,Bahrain,0.05497166045350216,0.704119434932901,0.04676957114826974,2020-02-24,False
